nombre;ficha;paraje;LRC;LCC;ARC;ACC;Peso;fecha_ok
Tortuga Boba;11722 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;40;43;35;41;0;a
Tortuga Boba;11724 - actual;EL BOLLULLO - La Orotava;36;40;35;38;0;a
Tortuga Boba;11726 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;35;40;31;39;0;a
Tortuga Boba;11731 - actual;Las Teresitas - Santa Cruz;65;70;56;66;0;a
Tortuga Boba;11732 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;25,5;27;22;26;2,645;a
Tortuga Boba;11750 - actual;LAS GALLETAS - ARONA;23;29;20;25,5;2;a
Tortuga Boba;11751 - actual;PUERTO COLÓN - ADEJE;30;33;25,5;31;4,45;a
Tortuga Boba;11752 - actual;PUERTO COLÓN - ADEJE;38,5;45;32;41;9,2;a
Tortuga Boba;11753 - actual;PUERTO COLÓN - ADEJE;18;21;16;19;1;a
Tortuga Boba;11754 - actual;PUERTO COLÓN - ADEJE;21;25;18;24;1,6;a
Tortuga Boba;11756 - actual;EL PORIS - ARICO;20;22;17;21;1,365;a
Tortuga Boba;11755 - actual;PUERTO COLÓN - ADEJE;22,5;25;19;23;1,55;a
Tortuga Boba;11757 - actual;EL PORIS - ARICO;21;24;18;22;1,3;a
Tortuga Boba;11763 - actual;MUELLE - SANTA CRUZ DE TENERIFE;35;40;31;49;7,4;a
Tortuga Boba;11769 - actual;PUERTO COLÓN - ADEJE;20;23;17;21;1,407;a
Tortuga Boba;11775 - actual;ARICO - ARICO;21;24;18;23;1,49;a
Tortuga Boba;11778 - actual;EL PORIS - ARICO;25;27;21;25;2,29;a
Tortuga Boba;11781 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;23;22;20,5;24;1,73;a
Tortuga Boba;11789 - actual;EL PORIS - ARICO;34,5;38;29;38;0;a
Tortuga Boba;11792 - actual;LOS SILOS - LOS SILOS;20,9;23;17,8;21;1,277;a
Tortuga Boba;11798 - actual;PUERTO COLÓN - ADEJE;24;26;20;25;2,79;a
Tortuga Boba;11819 - actual;LAS GALLETAS - ARONA;34;38;30;35;6,312;a
Tortuga Boba;11831 - actual;PUERTO COLÓN - ADEJE;48;52;44;53;18;s
Tortuga Boba;11854 - actual;PUERTO COLÓN - ADEJE;48;54;41;48;19,35;s
Tortuga Boba;11866 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;60;65;50;60;35,14;s
Tortuga Boba;11867 - actual;LAS GALLETAS - ARONA;25;28;22;26;2,608;s
Tortuga Boba;11886 - actual;PUERTO COLÓN - ADEJE;32,4;24;28,3;36;6,1;s
Tortuga Boba;11900 - actual;PUERTO COLÓN - ADEJE;24;27;22;26;2,606;s
Tortuga Boba;11909 - actual;PUERTO COLÓN - ADEJE;36,5;40;32;38;8,1;s
Tortuga Boba;11949 - actual;PUERTO COLÓN - ADEJE;25,5;30;22;27;2,725;s
Tortuga Boba;11958 - actual;PUERTO COLÓN - ADEJE;32;36;29;35;6,45;s
Tortuga Boba;11977 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;21;24;18;22;1;s
Tortuga Boba;11979 - actual;PLAYA FAÑABE - ADEJE;43;46;35;44;13;s
Tortuga Boba;11982 - actual;PALM-MAR - ARONA;0;0;0;0;88;s
Tortuga Boba;11984 - actual;ADEJE - ADEJE;32;37;30;37;7;s
Tortuga Boba;11985 - actual;PUERTO COLÓN - ADEJE;29;30;26;32;4;s
Tortuga Boba;11986 - actual;PUERTO COLÓN - ADEJE;35;40;30;40;8;s
Tortuga Boba;11988 - actual;PUERTO COLÓN - ADEJE;39;42;34;38;9;s
Tortuga Boba;12000 - actual;LAS GALLETAS - ARONA;0;0;0;0;0;s
Tortuga Boba;12002 - actual;PUERTO COLÓN - ADEJE;47;52;41;50;16;s
Tortuga Boba;12004 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;29;33;25;31;4;s
Tortuga Boba;12014 - actual;SAN ANDRES - SANTA CRUZ DE TENERIFE;46;52;37;48;16,5;s
Tortuga Boba;12017 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;58;64;51;62;34,75;s
Tortuga Boba;12020 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;s
Tortuga Boba;12067 - actual;PUERTO COLÓN - ADEJE;23;27;22,5;24,5;2,35;s
Tortuga Boba;12070 - actual;EL MÉDANO - GRANADILLA;20,4;23;18;22;1,51;s
Tortuga Boba;12071 - actual;EL PORIS - ARICO;0;0;0;0;0;s
Tortuga Boba;12076 - actual;PUERTO COLÓN - ADEJE;43;49;38;45;15,3;s
Tortuga Boba;12082 - actual;PUERTO COLÓN - ADEJE;22,1;26;19,1;24;2,05;s
Tortuga Boba;12083 - actual;PUERTO COLÓN - ADEJE;23,9;28;20,9;25;2,4;s
Tortuga Boba;12089 - actual;PUERTO COLÓN - ADEJE;54;60;45;54;23,65;s
Tortuga Boba;12097 - actual;PUERTO COLÓN - ADEJE;22,5;25;18,5;23;1,85;s
Tortuga Boba;12104 - actual;EL MÉDANO - GRANADILLA;18;20;16;19;0;o
Tortuga Boba;12106 - actual;PUERTO COLÓN - ADEJE;20,1;22,8;17,8;21,4;1,45;o
Tortuga Boba;12118 - actual;PUERTO COLÓN - ADEJE;53,8;59;48;59;25,8;o
Tortuga Boba;12121 - actual;PUERTO COLÓN - ADEJE;28,5;30,2;25,5;29,9;3,6;o
Tortuga Boba;12124 - actual;PUERTO COLÓN - ADEJE;27;31;24;30;3,1;o
Tortuga Boba;12125 - actual;PUERTO COLÓN - ADEJE;27;30;23,5;29;3,5;o
Tortuga Boba;12140 - actual;EL PORIS - ARICO;21;24;18;22;1,5;o
Tortuga Boba;12143 - actual;PUERTO COLÓN - ADEJE;26;30;23;27;3,2;o
Tortuga Boba;12157 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;57;63,5;49,5;62;27;o
Tortuga Boba;12159 - actual;EL PORIS - ARICO;0;0;0;0;0;o
Tortuga Boba;12167 - actual;PUERTO COLÓN - ADEJE;58;66;49;61;28,3;o
Tortuga Boba;12175 - actual;TAJAO - ARICO;79;76,5;60;72;70;o
Tortuga Boba;12176 - actual;PUERTO COLÓN - ADEJE;25,5;29;21,5;27,5;2,65;o
Tortuga Boba;12181 - actual;ARAFO - ARAFO;0;0;0;0;0;o
Tortuga Boba;12215 - actual;LAS GALLETAS - ARONA;44;50;41;49;14,7;o
Tortuga Boba;12216 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;27,5;32;23,5;28;3,45;o
Tortuga Boba;12217 - actual;PUERTO COLÓN - ADEJE;22,5;26;19;22,5;2;o
Tortuga Boba;12230 - actual;EL PORIS - ARICO;49;51;47,5;49;16,2;o
Tortuga Boba;12231 - actual;PLAYA FAÑABE - ADEJE;52;54;52;54;13,1;o
Tortuga Boba;12232 - actual;PLAYA FAÑABE - ADEJE;0;0;0;0;0;o
Tortuga Boba;12256 - actual;EL MÉDANO - GRANADILLA;0;0;0;0;0;o
Tortuga Boba;12268 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;50;0;0;0;1,5;o
Tortuga Boba;12292 - actual;LA PUNTA DEL HIDALGO - LA LAGUNA;44,5;51,5;38,5;49;13,85;o
Tortuga Boba;12311 - actual;EL PORIS - ARICO;23;26;20;24;1,93;o
Tortuga Boba;12409 - actual;LAS GALLETAS - ARONA;19;21;17,5;20;1,3;o
Tortuga Boba;12415 - actual;LA PUNTA DEL HIDALGO - LA LAGUNA;0;0;0;0;2,2;o
Tortuga Boba;12451 - actual;JOVER - LA LAGUNA;37,5;34,5;43;42,5;8,7;o
Tortuga Boba;12457 - actual;PUERTO COLÓN - ADEJE;27;29;21,5;26,5;2,9;o
Tortuga Boba;12469 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;0;0;0;0;0;o
Tortuga Boba;12497 - actual;Roque Bermejo - Santa Cruz;25,5;29;23;27;3,22;o
Tortuga Boba;12506 - actual;SANTA CRUZ DE TENERIFE - SANTA CRUZ DE TENERIFE;32,5;36;27,5;34;5,25;o
Tortuga Boba;12533 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;0;0;0;0;0;n
Tortuga Boba;12538 - actual;PUERTO COLÓN - ADEJE;20,5;17,5;24;21,5;1,3;n
Tortuga Boba;12541 - actual;EL PORIS - ARICO;34,5;41;31,2;38;6,8;n
Tortuga Boba;12555 - actual;MUELLE - SANTA CRUZ DE TENERIFE;40,5;45;36,5;44;9,5;n
Tortuga Boba;12572 - actual;Puertito Armeñime - Adeje;39,5;46;34,5;43;9,2;n
Tortuga Boba;12720 - actual;LAS GALLETAS - ARONA;20;26;22;23,5;1,9;n
Tortuga Boba;12776 - actual;EL PORIS - ARICO;21;25;19;20;1,3;n
Tortuga Boba;12844 - actual;PUERTO COLÓN - ADEJE;18,5;20;16;20;1,1;n
Tortuga Boba;12856 - actual;LAS GALLETAS - ARONA;24;27;19;24;1;n
Tortuga Boba;12858 - actual;PLAYA FAÑABE - ADEJE;23;26;20;25;2;n
Tortuga Boba;12873 - actual;PTO. SANTIAGO - GUÍA DE ISORA;22,5;26;19;22,5;1,85;n
Tortuga Boba;12882 - actual;ARICO - ARICO;0;0;0;0;0;n
Tortuga Boba;12887 - actual;LA CALETA - GÜÍMAR;0;0;0;0;0;n
Tortuga Boba;12908 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;n
Tortuga Boba;12940 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;37,3;41;34,8;43;9,1;n
Tortuga Boba;12941 - actual;PUERTO COLÓN - ADEJE;17,5;14,5;21;20;0,8;n
Tortuga Boba;12955 - actual;LA PUNTA DEL HIDALGO - LA LAGUNA;73;76;58;72;51,55;n
Tortuga Boba;12965 - actual;PORIS DE ABONA - ARICO;20,5;23;18,5;22;1,35;n
Tortuga Boba;12966 - actual;EL PORIS - ARICO;38,5;43;35;42;10,5;n
Tortuga Boba;12987 - actual;Punta de Teno - Buenavista;18;22;17;20;1,25;n
Tortuga Boba;13012 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;22;25;19,5;23;1,8;n
Tortuga Boba;13018 - actual;EL PORIS - ARICO;26;29,5;22;27;2,85;n
Tortuga Boba;13034 - actual;EL PORIS - ARICO;18;21;17;24;0;n
Tortuga Boba;13041 - actual;PUERTO COLÓN - ADEJE;20;24;17,5;21;1,45;n
Tortuga Boba;13047 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;22,5;28;22;28;2,7;n
Tortuga Boba;13048 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;46,5;50;38,5;46;14,4;n
Tortuga Boba;13056 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;38;33;42;41;8,6;n
Tortuga Boba;13172 - actual;EL PORIS - ARICO;0;0;0;0;0;n
Tortuga Boba;13194 - actual;LOS SILOS - LOS SILOS;0;0;0;0;0;n
Tortuga Boba;13206 - actual;LOS CRISTIANOS - ARONA;69;71;58;70;48,75;n
Tortuga Boba;13211 - actual;PLAYA FAÑABE - ADEJE;0;0;0;0;0;d
Tortuga Boba;13215 - actual;GÜIMAR - GÜIMAR;32;35;29;34;5,6;d
Tortuga Boba;13216 - actual;PLAYA FAÑABE - ADEJE;50;54;44;53;0;d
Tortuga Boba;13226 - actual;GÜIMAR - GÜIMAR;38;0;32;0;10;d
Tortuga Boba;13230 - actual;GUIA DE ISORA - GUIA DE ISORA;56;61;49;60;29,35;d
Tortuga Boba;13255 - actual;GÜIMAR - GÜIMAR;0;0;0;0;0;d
Tortuga Boba;13259 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;31,2;35;28;33;4,5;d
Tortuga Boba;13278 - actual;MAL PAIS - GÜIMAR;51;57;43,5;53;18,55;d
Tortuga Boba;13295 - actual;LAS GALLETAS - ARONA;58;62;49;59;27,1;d
Tortuga Boba;13395 - actual;EL MÉDANO - GRANADILLA;55;58;44;59;0;d
Tortuga Boba;13404 - actual;El río - Granadilla;35;42;31;37;0;d
Tortuga Boba;13431 - actual;PLAYA FAÑABE - ADEJE;67;69;55;66;41;d
Tortuga Boba;13451 - actual;PORIS DE ABONA - ARICO;40,5;44;34,5;43;8,95;d
Tortuga Boba;13460 - actual;PUERTO COLÓN - ADEJE;63;69;54;64;40;d
Tortuga Boba;13463 - actual;PUERTO COLÓN - ADEJE;27;30;24;28;3;d
Tortuga Boba;13464 - actual;LAS GALLETAS - ARONA;24,5;26;21,5;25;5,7;d
Tortuga Boba;13469 - actual;PLAYA FAÑABE - ADEJE;28;31;25;30;8,4;d
Tortuga Boba;6326 - 1998-2010;Dársena;0;0;0;0;0;d
Tortuga Boba;13501 - actual;EL PORIS - ARICO;0;0;0;0;0;d
Tortuga Boba;13506 - actual;Valleseco - SANTA CRUZ DE TENERIFE;41,5;46;37,5;45;10,95;d
Tortuga Boba;13543 - actual;ABADES - ARICO;37,9;42;34,3;43;9,2;d
Tortuga Boba;4481 - actual;Muelle (mar);39;41;34;40;10;d
Tortuga Boba;13590 - actual;EL PORIS - ARICO;26;30;22,5;28;2,25;d
Tortuga Boba;13599 - actual;MUELLE CANDELARIA - CANDELARIA;35;39;32,9;40;7,4;d
Tortuga Boba;13633 - actual;PALM-MAR - ARONA;70;76;50;56;65;d
Tortuga Boba;13634 - actual;PALM-MAR - ARONA;80;88;55;62;75;d
Tortuga Boba;13635 - actual;LAS ERAS - FASNIA;28;30;23,5;28;0;d
Tortuga Boba;13636 - actual;LAS ERAS - FASNIA;22,5;28;18;25;0;d
Tortuga Boba;13655 - actual;PUERTO COLÓN - ADEJE;75;81;57;77;40;d
Tortuga Boba;13659 - actual;PUERTO COLÓN - ADEJE;26,2;29;22,5;27;2,7;d
Tortuga Boba;13665 - actual;PLAYA FAÑABE - ADEJE;58;67;52;74;35;d
Tortuga Boba;13670 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;60;64;52;63;35;e
Tortuga Boba;13690 - actual;Puerto de Granadilla - Granadilla;42;44;39;41;12;e
Tortuga Boba;13700 - actual;LOS ROQUES - FASNIA;48,5;54;41;50;18;e
Tortuga Boba;13713 - actual;MUELLE - SANTA CRUZ DE TENERIFE;49;54;43;51;21,9;e
Tortuga Boba;13715 - actual;LOS CRISTIANOS - ARONA;23,5;26;21,5;26;2,175;e
Tortuga Boba;13728 - actual;PLAYA FAÑABE - ADEJE;39,5;43;34;41;8,2;e
Tortuga Boba;13737 - actual;LOS ROQUES - FASNIA;28;31;23,5;28;3,1;e
Tortuga Boba;13749 - actual;PUERTO COLÓN - ADEJE;19;20,5;17;20,1;1,195;e
Tortuga Boba;13764 - actual;PLAYA FAÑABE - ADEJE;58,5;62;49;59;27,45;e
Tortuga Boba;13800 - actual;LOS CRISTIANOS - ARONA;72;76;60;68;37;e
Tortuga Boba;13881 - actual;Playa de Lima - Arafo;38;42;32;38;5;e
Tortuga Boba;13976 - actual;CALETA DE iNTERIAN - GARACHICO;27;30;24;29;3,147;e
Tortuga Boba;14000 - actual;PUERTO COLÓN - ADEJE;31,8;34;27,9;34,1;6,25;e
Tortuga Boba;14052 - actual;LAS GALLETAS - ARONA;30;32;26;31;4,1;e
Tortuga Boba;14117 - actual;GUIA DE ISORA - GUIA DE ISORA;0;0;0;0;0;e
Tortuga Boba;14118 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;e
Tortuga Boba;14127 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;0;0;0;0;0;e
Tortuga Boba;14145 - actual;MASCA - SANTIAGO DEL TEIDE;0;0;0;0;0;e
Tortuga Boba;14184 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;e
Tortuga Boba;14198 - actual;GÜIMAR - GÜIMAR;0;0;0;0;0;e
Tortuga Boba;14201 - actual;PUERTO COLÓN - ADEJE;37;41;32;40;8;e
Tortuga Boba;14214 - actual;Caleta de Adeje - ADEJE;36;41;30;40;8;e
Tortuga Boba;14222 - actual;ADEJE - ADEJE;37;42;31;41;8;e
Tortuga Boba;14223 - actual;PUERTO COLÓN - ADEJE;49;52;41;50;15;e
Tortuga Boba;14230 - actual;PUERTO COLÓN - ADEJE;25;28;22;26;2;e
Tortuga Boba;14243 - actual;PLAYA FAÑABE - ADEJE;25;28;21;26;2;e
Tortuga Boba;14257 - actual;ADEJE - ADEJE;0;0;0;0;0;e
Tortuga Boba;14266 - actual;PLAYA FAÑABE - ADEJE;0;0;0;0;0;e
Tortuga Boba;14313 - actual;ARICO - ARICO;45;48;40;45;0;e
Tortuga Boba;14334 - actual;PUERTO COLÓN - ADEJE;44;48;39;46;14;e
Tortuga Boba;14336 - actual;Valleseco - SANTA CRUZ DE TENERIFE;50;55;45;51;18;e
Tortuga Boba;14367 - actual;PUERTO COLÓN - ADEJE;22;24;18;22;1;f
Tortuga Boba;14368 - actual;EL MÉDANO - GRANADILLA;23;25;19;23;1;f
Tortuga Boba;14370 - actual;GÜIMAR - GÜIMAR;27;29;26;28;2;f
Tortuga Boba;14388 - actual;PUERTO COLÓN - ADEJE;30;32;25;28;4;f
Tortuga Boba;14408 - actual;PUERTO COLÓN - ADEJE;19;20;16;19;1;f
Tortuga Boba;14409 - actual;PUERTO COLÓN - ADEJE;25;28;21;26;2;f
Tortuga Boba;14426 - actual;PUERTO COLÓN - ADEJE;32;36;27;34;6;f
Tortuga Boba;14457 - actual;PUERTO COLÓN - ADEJE;25;28;22;26;2;f
Tortuga Boba;14460 - actual;PUERTO COLÓN - ADEJE;25;29;21;26;2;f
Tortuga Boba;14474 - actual;GRANADILLA - GRANADILLA;36;52;32;50;0;f
Tortuga Boba;14484 - actual;PUERTO COLÓN - ADEJE;46;50;41;51;17;f
Tortuga Boba;14491 - actual;PUERTO COLÓN - ADEJE;22;24;20;23;1;f
Tortuga Boba;14498 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;20;24;18;22;1;f
Tortuga Boba;14511 - actual;PUERTO COLÓN - ADEJE;20;23;18;21;1;f
Tortuga Boba;14530 - actual;ARONA - ARONA;42;0;37;0;0;f
Tortuga Boba;14531 - actual;Puertito de Güímar - Puertito de Güímar;26;29;23;27;2;f
Tortuga Boba;14535 - actual;LOS RODEOS - LA LAGUNA;27;30;23;28;3;f
Tortuga Boba;14541 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;30;33;25;31;4;f
Tortuga Boba;14545 - actual;PUERTO COLÓN - ADEJE;55;0;0;0;0;f
Tortuga Boba;14548 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;46;49;41;47;14;f
Tortuga Boba;14559 - actual;LAS AMERICAS - ADEJE;56;52;47;59;26;f
Tortuga Boba;14566 - actual;EL MÉDANO - GRANADILLA;20;23;18;21;1;f
Tortuga Boba;14569 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;22;25;19;22;1;f
Tortuga Boba;14587 - actual;PUERTO COLÓN - ADEJE;54;0;46;0;0;f
Tortuga Boba;14590 - actual;GÜIMAR - GÜIMAR;20;0;14;0;750;f
Tortuga Boba;14605 - actual;PUERTO COLÓN - ADEJE;26;28;24;29;3;f
Tortuga Boba;14616 - actual;AÑAZA - SANTA CRUZ DE TENERIFE;33;37;27;33;4;f
Tortuga Boba;14635 - actual;PUERTO COLÓN - ADEJE;22;25;19;23;1;f
Tortuga Boba;14641 - actual;PUERTO COLÓN - ADEJE;61;67;55;69;39;m
Tortuga Boba;14717 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;0;0;0;0;25;m
Tortuga Boba;14733 - actual;PUERTO COLÓN - ADEJE;75;67;66;72;24;m
Tortuga Boba;14734 - actual;PUERTO COLÓN - ADEJE;35;27;22;26;2;m
Tortuga Boba;14741 - actual;PUERTO COLÓN - ADEJE;51;58;44;55;7;m
Tortuga Boba;14742 - actual;PUERTO COLÓN - ADEJE;23;19;21;17;2;m
Tortuga Boba;14757 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;m
Tortuga Boba;14782 - actual;LA JACA - ARICO;36;43;28;40;18;m
Tortuga Boba;14801 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;40;44;34;41;10;m
Tortuga Boba;14805 - actual;MUELLE - SANTA CRUZ DE TENERIFE;36;30;39;40;5;m
Tortuga Boba;14813 - actual;PUERTO DE LAS GALLETAS - ARONA;36;39;30;37;6;m
Tortuga Boba;14869 - actual;ABAMA - GUIA DE ISORA;44;48;39;47;14;m
Tortuga Boba;14912 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;m
