id;ficha;especie;nombre.especie;fecha_orig;fecha;anio;mes;estacion;lugar_orig;muni_orig;id_lugar;lugar;fmt_lugar;muni;codmun;causa_orig;causa;muerte;observa;lesion;cuerpo;estado
49;8529 - 1998-2010;Caretta caretta;Tortuga Boba;31/08/2009;31/08/2009;2009;Agosto;Verano;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Artes de pesca;Artes de pesca;No;Pequeños cortes en las aletas delanteras, bien.;Cortes;Aleta;NA
50;8527 - 1998-2010;Caretta caretta;Tortuga Boba;31/08/2009;31/08/2009;2009;Agosto;Verano;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Corte en Aleta delantera derecha, (necrosada). Avisar para la suelta.;Cortes;Aleta;Necrosada
51;8525 - 1998-2010;Caretta caretta;Tortuga Boba;31/08/2009;31/08/2009;2009;Agosto;Verano;El Porís;NA;108;El Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta derecha, como un  muslo de pollo, con los huesos fuera, amputada por nosotros el 03 Septiembre, con anestesia local.;Amputación;Aleta;NA
52;8517 - 1998-2010;Caretta caretta;Tortuga Boba;25/08/2009;25/08/2009;2009;Agosto;Verano;Playa La Punta (El Porís);NA;354;Playa La Punta (el Poris);Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta delantera derecha inflamada por enmallamiento.;Enredadas;Aleta;Infección
53;8502 - 1998-2010;Caretta caretta;Tortuga Boba;20/08/2009;20/08/2009;2009;Agosto;Verano;Los Cristianos;NA;220;Los Cristianos;Los Cristianos, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Artes de pesca;Artes de pesca;No;Aleta delantera derecha, necrosada.;NA;Aleta;Necrosada
54;8492 - 1998-2010;Caretta caretta;Tortuga Boba;17/08/2009;17/08/2009;2009;Agosto;Verano;Playa de la Punta (El Porís);NA;315;Playa De La Punta (el Poris);Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Nylón, en boca y caparazón, con mordidas.;NA;Varias partes;NA
55;8491 - 1998-2010;Caretta caretta;Tortuga Boba;17/08/2009;17/08/2009;2009;Agosto;Verano;Playa de la Punta (El Porís);NA;315;Playa De La Punta (el Poris);Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Se le amputa la Aleta delandera izquierda el 18 de Agosto 2009.;Amputación;Aleta;NA
56;8486 - 1998-2010;Caretta caretta;Tortuga Boba;16/08/2009;16/08/2009;2009;Agosto;Verano;Almáciga;NA;13;Almaciga;Almaciga, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Artes de pesca;Artes de pesca;No;Se lleva directamente al contenedor, dando olor.;NA;NA;NA
57;8484 - 1998-2010;Caretta caretta;Tortuga Boba;15/08/2009;15/08/2009;2009;Agosto;Verano;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;Avistada flotando a la deriva, musgo en caparazón.;NA;Caparazón;NA
58;8474 - 1998-2010;Caretta caretta;Tortuga Boba;09/08/2009;09/08/2009;2009;Agosto;Verano;Radazul;NA;468;Radazul;Centro Comercial Radazul;Rosario, El;38032;Enfermedad;Enfermedad;Si;Muy Débil, con musgo y percebes;NA;NA;Débil
59;8471 - 1998-2010;Caretta caretta;Tortuga Boba;08/08/2009;08/08/2009;2009;Agosto;Verano;Playa La Punta El Poris;NA;355;Playa La Punta El Poris;Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta trasera izda inflamada y enmallada, muy activa;Enredadas;Aleta;Infección
60;8461 - 1998-2010;Caretta caretta;Tortuga Boba;05/08/2009;05/08/2009;2009;Agosto;Verano;Chovito;NA;62;Chovito;Tenerife, Santa Cruz de Tenerife, Provincia de Santa Cruz de Tenerife, Canary Islands;Santa Cruz de Tenerife;38038;Artes de pesca;Artes de pesca;No;NA;NA;NA;NA
61;8462 - 1998-2010;Caretta caretta;Tortuga Boba;06/08/2009;06/08/2009;2009;Agosto;Verano;Puerto colón;NA;427;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Aleta delantera izda y cuello enmallados;Enredadas;Varias partes;NA
62;8442 - 1998-2010;Caretta caretta;Tortuga Boba;31/07/2009;31/07/2009;2009;Julio;Verano;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Aleta delantera izda necrosada, se amputa el 4/08;Amputación;Aleta;Necrosada
63;8437 - 1998-2010;Caretta caretta;Tortuga Boba;29/07/2009;29/07/2009;2009;Julio;Verano;Puerto;NA;420;Puerto;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Corte en aleta delantera izda;Cortes;Aleta;NA
64;8407 - 1998-2010;Caretta caretta;Tortuga Boba;19/07/2009;19/07/2009;2009;Julio;Verano;Radazul;NA;468;Radazul;Centro Comercial Radazul;Rosario, El;38032;Artes de pesca;Artes de pesca;No;Corte en el cuello, caparazón roto parte trasera. Se restaura el 23/7.;Cortes;Varias partes;NA
65;8389 - 1998-2010;Caretta caretta;Tortuga Boba;14/07/2009;14/07/2009;2009;Julio;Verano;Los Cristianos;NA;220;Los Cristianos;Los Cristianos, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Artes de pesca;Artes de pesca;No;Amputación de la aleta delantera izda;Amputación;Aleta;NA
66;8351 - 1998-2010;Caretta caretta;Tortuga Boba;06/07/2009;06/07/2009;2009;Julio;Verano;Fañabé;NA;133;Fañabe;Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Aleta delantera izda inflamada;NA;Aleta;Infección
67;8332 - 1998-2010;Caretta caretta;Tortuga Boba;01/07/2009;01/07/2009;2009;Julio;Verano;El Poris;NA;107;El Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;NA;NA;NA;NA
68;8272 - 1998-2010;Caretta caretta;Tortuga Boba;14/06/2009;14/06/2009;2009;Junio;Verano;Cmno. La Costa (La Punta);NA;71;Cmno. La Costa (la Punta);Calle La Punta, 38315, La Orotava, Santa Cruz de Tenerife, Islas Canarias;Orotava, La;38026;Otros;Otros;No;¡¡ no coments, qué olor !!!!;NA;NA;NA
69;8265 - 1998-2010;Caretta caretta;Tortuga Boba;13/06/2009;13/06/2009;2009;Junio;Verano;Playa Fañabé;NA;342;Playa Fañabe;Playa Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Aleta delantera izquierda inflamada.;NA;Aleta;Infección
70;8264 - 1998-2010;Caretta caretta;Tortuga Boba;13/06/2009;13/06/2009;2009;Junio;Verano;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Artes de pesca;Artes de pesca;Si;Aleta delantera izquierda inflamada. Flaca;NA;Aleta;NA
71;8244 - 1998-2010;Caretta caretta;Tortuga Boba;09/06/2009;09/06/2009;2009;Junio;Verano;Los Cristianos;NA;220;Los Cristianos;Los Cristianos, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Aleta Delantera derecha inflamada, enredad a los restos de un globo de radio sonda (meteorología) .;Enredadas;Aleta;Infección
72;8175 - 1998-2010;Caretta caretta;Tortuga Boba;17/05/2009;17/05/2009;2009;Mayo;Primavera;Los Balitos;NA;218;Los Balitos;Camino Los Balitos, 38626, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Artes de pesca;Artes de pesca;No;3,400Kg. Aleta delantera derecha, se le amputa el 19/05/09;Amputación;Aleta;NA
73;8174 - 1998-2010;Caretta caretta;Tortuga Boba;17/05/2009;17/05/2009;2009;Mayo;Primavera;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;18 Kg, aleta delantera dcha, se le amputa el 19/05/09, bastante piel alrededor de la aleta y el cuello necrosada;Amputación;Varias partes;Necrosada
74;8166 - 1998-2010;Caretta caretta;Tortuga Boba;16/05/2009;16/05/2009;2009;Mayo;Primavera;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;7,8 Kg. Aleta inflamada, no se amputa de momento.;Amputación;Aleta;Infección
75;8160 - 1998-2010;Caretta caretta;Tortuga Boba;15/05/2009;15/05/2009;2009;Mayo;Primavera;El Médano;NA;100;El Medano;El Médano, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;Descompuesta y con golpe en la cabeza;NA;Cabeza;NA
76;8152 - 1998-2010;Caretta caretta;Tortuga Boba;13/05/2009;13/05/2009;2009;Mayo;Primavera;Muelle Los Cristianos;NA;277;Muelle Los Cristianos;Carretera a los Cristianos, 38627, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Enfermedad;Enfermedad;Si;Flota, con musgos y cirrípedos. Pequeño problema en aleta izda (posible luxacion de hombro al sacarla del agua¿?). Murió en casa de Jaime.;NA;Aleta;NA
77;8116 - 1998-2010;Caretta caretta;Tortuga Boba;02/05/2009;02/05/2009;2009;Mayo;Primavera;Puerto colón;NA;427;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;2,2 Kg. Aleta delantera dcha necrosada, se amputa el 7/mayo. Come bien;Amputación;Aleta;Necrosada
78;8070 - 1998-2010;Caretta caretta;Tortuga Boba;01/04/2009;01/04/2009;2009;Abril;Primavera;Fañabé;NA;133;Fañabe;Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Aleta delantera izda amputada natural, caparazón con percebes y abombado;Amputación;Varias partes;NA
79;8064 - 1998-2010;Caretta caretta;Tortuga Boba;26/03/2009;26/03/2009;2009;Marzo;Primavera;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Artes de pesca;Artes de pesca;No;Codos de aletas delanteras necrosados;NA;Aleta;NA
80;8057 - 1998-2010;Caretta caretta;Tortuga Boba;21/03/2009;21/03/2009;2009;Marzo;Primavera;Playa El Cabezo;NA;339;Playa El Cabezo;Playa del Cabezo;Güímar;38020;Choques;Choques;No;descompuesta, caparazon roto posiblemente por hélice. PIRS;NA;Caparazón;NA
81;8036 - 1998-2010;Caretta caretta;Tortuga Boba;07/03/2009;07/03/2009;2009;Marzo;Primavera;Punta Hidalgo;NA;459;Punta Hidalgo;Punta del Hidalgo, San Cristóbal de La Laguna, Santa Cruz de Tenerife, Islas Canarias;San Cristóbal de La Laguna;38023;Hidrocarburos;Hidrocarburos;No;peso 847 gr, un poco petroleada y flota. 1,200 al liberarse;Petroleadas;NA;NA
82;7963 - 1998-2010;Caretta caretta;Tortuga Boba;12/01/2009;12/01/2009;2009;Enero;Invierno;El Porís (Muelle);NA;110;El Poris (muelle);El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Choques;Choques;No;Caparazón roto por encima y debajo, flaca, se tunea el 23.O1.09.  En el crfs el 10 de febrero de 2010.;NA;Caparazón;NA
83;7911 - 1998-2010;Caretta caretta;Tortuga Boba;01/12/2008;01/12/2008;2008;Diciembre;Invierno;Playa de Tamadiste - Afur;NA;327;Playa De Tamadiste - Afur;Playa Tamadite;Santa Cruz de Tenerife;38038;Artes de pesca;Artes de pesca;No;Flaca, heridas en caparazón.;Herida;Caparazón;Flaca
84;7858 - 1998-2010;Caretta caretta;Tortuga Boba;24/10/2008;24/10/2008;2008;Octubre;Otoño;Los Abrigos;NA;215;Los Abrigos;Los Abrigos, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Choques;Choques;No;Golpe en la cabeza y hematoma en el cuello;NA;Varias partes;NA
85;7772 - 1998-2010;Caretta caretta;Tortuga Boba;08/09/2008;08/09/2008;2008;Septiembre;Otoño;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Artes de pesca;Artes de pesca;No;enmallamiento aleta delantera izda;Enredadas;Aleta;NA
86;7770 - 1998-2010;Caretta caretta;Tortuga Boba;08/09/2008;08/09/2008;2008;Septiembre;Otoño;Malpaís;GÜÍMAR;244;Malpais;Malpaís, Candelaria, Santa Cruz de Tenerife, Islas Canarias;Candelaria;38011;Artes de pesca;Artes de pesca;No;NA;NA;NA;NA
87;7762 - 1998-2010;Caretta caretta;Tortuga Boba;30/08/2008;30/08/2008;2008;Agosto;Verano;Las Teresitas;NA;211;Las Teresitas;Playa de las Teresitas;Santa Cruz de Tenerife;38038;Artes de pesca;Artes de pesca;No;Corte en aleta delantera dcha;Cortes;Aleta;NA
88;7760 - 1998-2010;Caretta caretta;Tortuga Boba;29/08/2008;29/08/2008;2008;Agosto;Verano;Las Americas;NA;192;Las Americas;Urbanización Las Américas, 38650, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;descompuesta;NA;NA;NA
89;7756 - 1998-2010;Caretta caretta;Tortuga Boba;28/08/2008;28/08/2008;2008;Agosto;Verano;Polígono Industrial;NA;386;Poligono Industrial;Calle Polígono Industrial, 38509, Candelaria, Santa Cruz de Tenerife, Islas Canarias;Candelaria;38011;Artes de pesca;Artes de pesca;No;Pequeño golpe bajo el cuello;NA;Cuello;NA
90;7754 - 1998-2010;Caretta caretta;Tortuga Boba;25/08/2008;25/08/2008;2008;Agosto;Verano;Playa Fañabé;NA;342;Playa Fañabe;Playa Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Artes de pesca;Artes de pesca;No;Cuello inflamado, restos de nylon en la boca;NA;Varias partes;Infección
91;7747 - 1998-2010;Caretta caretta;Tortuga Boba;20/08/2008;20/08/2008;2008;Agosto;Verano;Las Maretas;NA;207;Las Maretas;Calle Las Maretas, 38632, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Artes de pesca;Artes de pesca;No;Flaca, heridas en el caparazón, aleta derecha herida;Herida;Varias partes;Flaca
92;7742 - 1998-2010;Caretta caretta;Tortuga Boba;19/08/2008;19/08/2008;2008;Agosto;Verano;Benijo;NA;38;Benijo;Benijo, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;Muy grande, 60 a 70 kg.;NA;NA;NA
93;7713 - 1998-2010;Caretta caretta;Tortuga Boba;07/08/2008;07/08/2008;2008;Agosto;Verano;Las Galletas;NA;202;Las Galletas;Las Galletas, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Artes de pesca;Artes de pesca;No;Bien, una peqiueña marquita en aleta delantera;NA;Aleta;NA
94;7708 - 1998-2010;Caretta caretta;Tortuga Boba;05/08/2008;05/08/2008;2008;Agosto;Verano;El Poris;NA;107;El Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta delantera y trasera izda inflamadas;NA;Aleta;Infección
95;7678 - 1998-2010;Caretta caretta;Tortuga Boba;27/07/2008;27/07/2008;2008;Julio;Verano;Costa;NA;73;Costa;La Costa, 38479, Los Silos, Santa Cruz de Tenerife, Islas Canarias;Silos, Los;38042;Artes de pesca;Artes de pesca;No;Golpe en el caparazón por detrás. Está bien;NA;Caparazón;NA
96;7675 - 1998-2010;Caretta caretta;Tortuga Boba;26/07/2008;26/07/2008;2008;Julio;Verano;Punta de Abona;NA;454;Punta De Abona;Punta de Abona, Arico, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta delantera izda necrosada;NA;Aleta;Necrosada
97;7665 - 1998-2010;Caretta caretta;Tortuga Boba;24/07/2008;24/07/2008;2008;Julio;Verano;Los Cristianos;NA;220;Los Cristianos;Los Cristianos, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Descompuesta, no enmallada;Enredadas;NA;NA
98;7663 - 1998-2010;Caretta caretta;Tortuga Boba;23/07/2008;23/07/2008;2008;Julio;Verano;Mal Pais;NA;238;Mal Pais;Malpaís, Candelaria, Santa Cruz de Tenerife, Islas Canarias;Candelaria;38011;Artes de pesca;Artes de pesca;Si;Flaca, debil, nylon en la boca posible anzuelo, percebes, 14,9  Kg;NA;Boca;NA
99;7643 - 1998-2010;Caretta caretta;Tortuga Boba;18/07/2008;18/07/2008;2008;Julio;Verano;Tachero- Taganana;NA;491;Tachero- Taganana;Taganana, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Artes de pesca;Artes de pesca;No;NA;NA;NA;NA
100;7629 - 1998-2010;Caretta caretta;Tortuga Boba;13/07/2008;13/07/2008;2008;Julio;Verano;Abades;NA;5;Abades;Calle Abades, 38588, Arico, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Artes de pesca;Artes de pesca;No;Aleta delantera dcha amputada la izda enmallada muy inflamada pero va bajando la inflamación. Analítica;Varias lesiones;Aleta;Infección
